YEAR,LocationAbbr,TopicDesc,MeasureDesc,Response,Resposta,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,GeoLocation,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2000,DC,Smokeless Tobacco Use (Youth),User Status,Ever,9.9,1.0,7.9,11.9,1300,Overall,High School,"(38.890371385, -77.031961127)",1GEN,2EDU,YTS11,11
2008,IN,Cigarette Use (Youth),Smoking Status,Current,19.0,1.4,16.3,21.7,1858,Male,High School,"(39.766910452, -86.149960194)",2GEN,2EDU,YTS07,7
2003,WI,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.2,0.3,1.1,914,Male,Middle School,"(44.393191174, -89.816370742)",2GEN,1EDU,YTS12,12
2011,GA,Cigarette Use (Youth),Smoking Status,Current,20.9,2.4,16.1,25.7,924,Male,High School,"(32.839681093, -83.627580346)",2GEN,2EDU,YTS07,7
2013,NJ,Cigarette Use (Youth),Smoking Status,Frequent,3.5,0.8,2.0,5.0,1808,Overall,High School,"(40.130570048, -74.273691288)",1GEN,2EDU,YTS09,9
2015,NJ,Smokeless Tobacco Use (Youth),User Status,Current,0.7,0.2,0.4,1.1,2062,Overall,Middle School,"(40.130570048, -74.273691288)",1GEN,1EDU,YTS10,10
2010,PA,Smokeless Tobacco Use (Youth),User Status,Frequent,6.5,1.4,3.8,9.2,1176,Male,High School,"(40.793730152, -77.860700294)",2GEN,2EDU,YTS12,12
2008,IN,Cigarette Use (Youth),Smoking Status,Current,17.5,1.2,15.2,19.8,1739,Female,High School,"(39.766910452, -86.149960194)",3GEN,2EDU,YTS07,7
2001,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,61.2,5.0,51.5,70.9,239,Overall,Middle School,"(44.353130053, -100.373530637)",1GEN,1EDU,YTS04,4
2014,AL,Cigarette Use (Youth),Smoking Status,Ever,25.3,2.4,20.7,30.0,717,Female,Middle School,"(32.840571122, -86.631860762)",3GEN,1EDU,YTS08,8
2013,NJ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,44.5,5.0,34.7,54.3,121,Overall,High School,"(40.130570048, -74.273691288)",1GEN,2EDU,YTS01,1
2013,HI,Cigarette Use (Youth),Smoking Status,Current,4.0,0.9,2.3,5.7,1912,Overall,Middle School,"(21.304850435, -157.857749403)",1GEN,1EDU,YTS07,7
2004,NC,Smokeless Tobacco Use (Youth),User Status,Ever,18.1,1.7,14.7,21.4,1523,Male,Middle School,"(35.466220975, -79.159250463)",2GEN,1EDU,YTS11,11
2007,ND,Cigarette Use (Youth),Smoking Status,Frequent,1.9,0.6,0.7,3.1,1063,Female,Middle School,"(47.475319779, -100.118421049)",3GEN,1EDU,YTS09,9
2005,MO,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,61.9,5.4,51.4,72.4,114,Overall,Middle School,"(38.635790776, -92.566300053)",1GEN,1EDU,YTS04,4
2011,AZ,Smokeless Tobacco Use (Youth),User Status,Current,3.3,0.7,2.0,4.6,2007,Male,Middle School,"(34.86597028, -111.763811277)",2GEN,1EDU,YTS10,10
2013,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,66.5,5.5,55.7,77.3,100,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS04,4
2010,AR,Smokeless Tobacco Use (Youth),User Status,Frequent,6.7,0.8,5.2,8.2,2220,Overall,High School,"(34.748650124, -92.274490743)",1GEN,2EDU,YTS12,12
2008,NJ,Cigarette Use (Youth),Smoking Status,Ever,38.6,2.1,34.4,42.8,1522,Female,High School,"(40.130570048, -74.273691288)",3GEN,2EDU,YTS08,8
2004,DE,Cigarette Use (Youth),Smoking Status,Frequent,9.4,0.9,7.7,11.0,2190,Overall,High School,"(39.008830667, -75.577741168)",1GEN,2EDU,YTS09,9
2002,KY,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,52.8,3.3,46.3,59.3,198,Overall,Middle School,"(37.645970271, -84.774971048)",1GEN,1EDU,YTS04,4
2009,SC,Cigarette Use (Youth),Smoking Status,Frequent,12.9,1.8,9.4,16.4,510,Male,High School,"(33.998821303, -81.045371207)",2GEN,2EDU,YTS09,9
2008,OH,Smokeless Tobacco Use (Youth),User Status,Frequent,2.8,0.8,1.2,4.4,1346,Overall,High School,"(40.060210141, -82.404260056)",1GEN,2EDU,YTS12,12
2003,UT,Smokeless Tobacco Use (Youth),User Status,Frequent,2.2,0.6,1.1,3.4,1295,Male,High School,"(39.360700171, -111.587130635)",2GEN,2EDU,YTS12,12
2004,NH,Cigarette Use (Youth),Smoking Status,Ever,12.3,1.5,9.5,15.2,750,Female,Middle School,"(43.655950113, -71.50036092)",3GEN,1EDU,YTS08,8
2014,NJ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,48.5,4.8,39.1,57.9,119,Male,High School,"(40.130570048, -74.273691288)",2GEN,2EDU,YTS02,2
2012,AL,Smokeless Tobacco Use (Youth),User Status,Current,2.2,0.5,1.3,3.1,704,Female,High School,"(32.840571122, -86.631860762)",3GEN,2EDU,YTS10,10
2006,NE,Cigarette Use (Youth),Smoking Status,Frequent,8.5,0.7,7.1,9.9,2805,Overall,High School,"(41.641040988001, -99.365720623)",1GEN,2EDU,YTS09,9
2008,PA,Smokeless Tobacco Use (Youth),User Status,Frequent,5.3,1.0,3.4,7.2,1227,Male,High School,"(40.793730152, -77.860700294)",2GEN,2EDU,YTS12,12
1999,SD,Smokeless Tobacco Use (Youth),User Status,Current,5.6,1.1,3.5,7.7,1958,Overall,Middle School,"(44.353130053, -100.373530637)",1GEN,1EDU,YTS10,10
2000,HI,Cigarette Use (Youth),Smoking Status,Current,24.5,1.9,20.7,28.2,1456,Overall,High School,"(21.304850435, -157.857749403)",1GEN,2EDU,YTS07,7
2015,MS,Smokeless Tobacco Use (Youth),User Status,Current,4.5,0.9,2.7,6.3,1410,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS10,10
2000,KS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(38.3477403, -98.200781227)",2GEN,1EDU,YTS02,2
2003,MO,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(38.635790776, -92.566300053)",3GEN,1EDU,YTS06,6
2009,MS,Smokeless Tobacco Use (Youth),User Status,Ever,18.6,2.0,14.7,22.5,1689,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS11,11
2009,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,62.7,6.9,49.2,76.2,80,Male,Middle School,"(35.466220975, -79.159250463)",2GEN,1EDU,YTS05,5
2000,DC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(38.890371385, -77.031961127)",2GEN,1EDU,YTS02,2
2009,AZ,Smokeless Tobacco Use (Youth),User Status,Current,2.3,0.5,1.4,3.2,1158,Male,Middle School,"(34.86597028, -111.763811277)",2GEN,1EDU,YTS10,10
2001,RI,Smokeless Tobacco Use (Youth),User Status,Ever,5.8,0.8,4.2,7.4,1607,Overall,Middle School,"(41.708280193, -71.522470314)",1GEN,1EDU,YTS11,11
2001,ID,Smokeless Tobacco Use (Youth),User Status,Ever,5.9,0.8,4.4,7.4,920,Female,Middle School,"(43.682630005, -114.363730042)",3GEN,1EDU,YTS11,11
2010,IN,Smokeless Tobacco Use (Youth),User Status,Current,2.5,0.4,1.7,3.3,2084,Overall,Middle School,"(39.766910452, -86.149960194)",1GEN,1EDU,YTS10,10
2013,GA,Smokeless Tobacco Use (Youth),User Status,Current,1.6,0.6,0.4,2.8,880,Female,High School,"(32.839681093, -83.627580346)",3GEN,2EDU,YTS10,10
2009,LA,Cigarette Use (Youth),Smoking Status,Frequent,3.2,0.6,2.0,4.4,753,Male,Middle School,"(31.312660644, -92.445680071)",2GEN,1EDU,YTS09,9
2014,AL,Cigarette Use (Youth),Smoking Status,Ever,39.6,2.4,34.9,44.4,613,Female,High School,"(32.840571122, -86.631860762)",3GEN,2EDU,YTS08,8
2016,DE,Cigarette Use (Youth),Smoking Status,Current,1.5,0.3,0.8,2.1,1607,Overall,Middle School,"(39.008830667, -75.577741168)",1GEN,1EDU,YTS07,7
2006,NE,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,56.4,2.9,50.8,62.0,250,Female,High School,"(41.641040988001, -99.365720623)",3GEN,2EDU,YTS06,6
2000,WY,Smokeless Tobacco Use (Youth),User Status,Frequent,3.3,0.8,1.8,4.7,841,Male,Middle School,"(43.235541343, -108.109830353)",2GEN,1EDU,YTS12,12
2000,TX,Smokeless Tobacco Use (Youth),User Status,Current,14.1,3.8,6.6,21.6,1164,Male,High School,"(31.827240407, -99.426770206)",2GEN,2EDU,YTS10,10
2012,MS,Smokeless Tobacco Use (Youth),User Status,Current,5.8,0.9,4.0,7.6,1676,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS10,10
2016,OK,Cigarette Use (Youth),Smoking Status,Current,4.1,0.5,3.1,5.1,2504,Overall,Middle School,"(35.472031356, -97.521070214)",1GEN,1EDU,YTS07,7
2000,IA,Smokeless Tobacco Use (Youth),User Status,Ever,13.8,1.4,11.2,16.5,1802,Overall,Middle School,"(42.469400913, -93.816490556)",1GEN,1EDU,YTS11,11
1999,TN,Cigarette Use (Youth),Smoking Status,Frequent,3.8,0.8,2.3,5.3,1200,Overall,Middle School,"(35.68094058, -85.774490914)",1GEN,1EDU,YTS09,9
1999,OK,Smokeless Tobacco Use (Youth),User Status,Current,2.4,0.6,1.2,3.6,937,Female,High School,"(35.472031356, -97.521070214)",3GEN,2EDU,YTS10,10
2008,OH,Cigarette Use (Youth),Smoking Status,Current,5.0,0.9,3.3,6.7,1625,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS07,7
2011,OK,Cigarette Use (Youth),Smoking Status,Ever,55.9,2.9,50.3,61.5,911,Female,High School,"(35.472031356, -97.521070214)",3GEN,2EDU,YTS08,8
2010,IN,Cigarette Use (Youth),Smoking Status,Ever,43.6,1.6,40.5,46.7,2615,Overall,High School,"(39.766910452, -86.149960194)",1GEN,2EDU,YTS08,8
2001,PA,Smokeless Tobacco Use (Youth),User Status,Ever,20.7,1.4,17.9,23.4,8181,Overall,High School,"(40.793730152, -77.860700294)",1GEN,2EDU,YTS11,11
2009,CT,Cigarette Use (Youth),Smoking Status,Frequent,0.4,0.2,0.0,0.8,1187,Female,Middle School,"(41.56266102, -72.649840952)",3GEN,1EDU,YTS09,9
2003,ND,Smokeless Tobacco Use (Youth),User Status,Current,10.0,1.0,8.0,12.0,1658,Overall,High School,"(47.475319779, -100.118421049)",1GEN,2EDU,YTS10,10
2012,WI,Cigarette Use (Youth),Smoking Status,Current,14.6,1.6,11.5,17.7,758,Male,High School,"(44.393191174, -89.816370742)",2GEN,2EDU,YTS07,7
1999,MS,Cigarette Use (Youth),Smoking Status,Frequent,3.6,0.5,2.6,4.6,986,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS09,9
2012,MS,Cigarette Use (Youth),Smoking Status,Frequent,0.3,0.2,0.0,0.7,799,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS09,9
2003,MO,Smokeless Tobacco Use (Youth),User Status,Ever,20.3,1.5,17.4,23.2,1373,Overall,High School,"(38.635790776, -92.566300053)",1GEN,2EDU,YTS11,11
2015,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(31.312660644, -92.445680071)",3GEN,1EDU,YTS06,6
2009,NC,Smokeless Tobacco Use (Youth),User Status,Current,3.0,0.4,2.3,3.7,3738,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS10,10
1999,NJ,Cigarette Use (Youth),Smoking Status,Ever,33.8,1.8,30.2,37.4,4088,Female,Middle School,"(40.130570048, -74.273691288)",3GEN,1EDU,YTS08,8
2010,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,41.4,3.5,34.6,48.2,228,Overall,High School,"(39.008830667, -75.577741168)",1GEN,2EDU,YTS01,1
2002,TN,Cigarette Use (Youth),Smoking Status,Current,28.7,1.4,26.0,31.4,3814,Male,High School,"(35.68094058, -85.774490914)",2GEN,2EDU,YTS07,7
2004,NC,Smokeless Tobacco Use (Youth),User Status,Ever,7.7,0.8,6.2,9.2,1495,Female,Middle School,"(35.466220975, -79.159250463)",3GEN,1EDU,YTS11,11
2013,AZ,Smokeless Tobacco Use (Youth),User Status,Frequent,0.3,0.3,0.0,0.9,816,Female,Middle School,"(34.86597028, -111.763811277)",3GEN,1EDU,YTS12,12
2002,MD,Cigarette Use (Youth),Smoking Status,Ever,23.3,0.8,21.9,24.8,12483,Male,Middle School,"(39.290580964, -76.609260111)",2GEN,1EDU,YTS08,8
2005,HI,Smokeless Tobacco Use (Youth),User Status,Ever,7.7,0.8,6.1,9.2,1625,Overall,Middle School,"(21.304850435, -157.857749403)",1GEN,1EDU,YTS11,11
2014,MN,Smokeless Tobacco Use (Youth),User Status,Ever,3.3,0.5,2.2,4.4,1951,Overall,Middle School,"(46.355648736, -94.794200503)",1GEN,1EDU,YTS11,11
2015,ND,Smokeless Tobacco Use (Youth),User Status,Frequent,0.8,0.3,0.1,1.5,940,Male,Middle School,"(47.475319779, -100.118421049)",2GEN,1EDU,YTS12,12
2009,NH,Smokeless Tobacco Use (Youth),User Status,Frequent,5.0,1.1,2.9,7.1,704,Male,High School,"(43.655950113, -71.50036092)",2GEN,2EDU,YTS12,12
2015,NJ,Smokeless Tobacco Use (Youth),User Status,Current,6.6,1.1,4.5,8.7,1884,Male,High School,"(40.130570048, -74.273691288)",2GEN,2EDU,YTS10,10
2007,CT,Smokeless Tobacco Use (Youth),User Status,Current,8.2,1.1,6.0,10.4,994,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS10,10
2002,NC,Smokeless Tobacco Use (Youth),User Status,Frequent,0.4,0.2,0.1,0.8,2797,Female,Middle School,"(35.466220975, -79.159250463)",3GEN,1EDU,YTS12,12
2008,MN,Cigarette Use (Youth),Smoking Status,Current,3.5,0.6,2.4,4.6,1163,Female,Middle School,"(46.355648736, -94.794200503)",3GEN,1EDU,YTS07,7
2015,IL,Smokeless Tobacco Use (Youth),User Status,Frequent,0.1,0.1,0.0,0.4,1152,Male,Middle School,"(40.485010283, -88.997710178)",2GEN,1EDU,YTS12,12
2015,PA,Smokeless Tobacco Use (Youth),User Status,Frequent,0.2,0.1,0.0,0.4,1340,Female,Middle School,"(40.793730152, -77.860700294)",3GEN,1EDU,YTS12,12
2006,IA,Cigarette Use (Youth),Smoking Status,Frequent,1.0,0.6,0.0,2.1,794,Male,Middle School,"(42.469400913, -93.816490556)",2GEN,1EDU,YTS09,9
2006,NE,Smokeless Tobacco Use (Youth),User Status,Current,2.3,0.5,1.3,3.3,1471,Female,High School,"(41.641040988001, -99.365720623)",3GEN,2EDU,YTS10,10
2010,MS,Cigarette Use (Youth),Smoking Status,Ever,21.7,2.2,17.4,26.0,769,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS08,8
2005,GA,Smokeless Tobacco Use (Youth),User Status,Ever,28.4,2.9,22.7,34.1,816,Male,High School,"(32.839681093, -83.627580346)",2GEN,2EDU,YTS11,11
2007,NH,Cigarette Use (Youth),Smoking Status,Ever,37.5,2.0,33.5,41.5,800,Female,High School,"(43.655950113, -71.50036092)",3GEN,2EDU,YTS08,8
2007,MI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,42.9,2.8,37.5,48.3,376,Overall,High School,"(44.661319543001, -84.71439027)",1GEN,2EDU,YTS01,1
2005,IL,Cigarette Use (Youth),Smoking Status,Frequent,10.4,1.4,7.8,13.1,645,Female,High School,"(40.485010283, -88.997710178)",3GEN,2EDU,YTS09,9
2008,AL,Smokeless Tobacco Use (Youth),User Status,Frequent,1.6,0.5,0.7,2.5,1048,Overall,Middle School,"(32.840571122, -86.631860762)",1GEN,1EDU,YTS12,12
2012,NE,Cigarette Use (Youth),Smoking Status,Ever,38.8,2.1,34.7,42.9,1189,Male,High School,"(41.641040988001, -99.365720623)",2GEN,2EDU,YTS08,8
2015,NC,Smokeless Tobacco Use (Youth),User Status,Ever,15.9,0.9,14.1,17.7,3379,Overall,High School,"(35.466220975, -79.159250463)",1GEN,2EDU,YTS11,11
2008,AL,Smokeless Tobacco Use (Youth),User Status,Ever,10.7,1.9,7.0,14.4,535,Female,Middle School,"(32.840571122, -86.631860762)",3GEN,1EDU,YTS11,11
2009,SD,Cigarette Use (Youth),Smoking Status,Frequent,1.0,0.4,0.3,1.7,1616,Female,Middle School,"(44.353130053, -100.373530637)",3GEN,1EDU,YTS09,9
2005,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,54.7,2.7,49.4,60.1,406,Overall,High School,"(47.475319779, -100.118421049)",1GEN,2EDU,YTS04,4
2013,HI,Smokeless Tobacco Use (Youth),User Status,Current,1.5,0.6,0.3,2.7,1936,Overall,Middle School,"(21.304850435, -157.857749403)",1GEN,1EDU,YTS10,10
2010,AL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Male,Middle School,"(32.840571122, -86.631860762)",2GEN,1EDU,YTS05,5
2007,AR,Smokeless Tobacco Use (Youth),User Status,Ever,16.3,1.5,13.3,19.3,1864,Overall,Middle School,"(34.748650124, -92.274490743)",1GEN,1EDU,YTS11,11
2007,SC,Cigarette Use (Youth),Smoking Status,Ever,33.6,2.7,28.3,38.9,1218,Overall,Middle School,"(33.998821303, -81.045371207)",1GEN,1EDU,YTS08,8
2011,SC,Cigarette Use (Youth),Smoking Status,Frequent,0.9,0.3,0.3,1.5,775,Female,Middle School,"(33.998821303, -81.045371207)",3GEN,1EDU,YTS09,9
2014,DE,Cigarette Use (Youth),Smoking Status,Frequent,3.7,0.5,2.7,4.8,2004,Overall,High School,"(39.008830667, -75.577741168)",1GEN,2EDU,YTS09,9
2005,OK,Smokeless Tobacco Use (Youth),User Status,Ever,36.9,4.6,28.0,45.9,711,Male,High School,"(35.472031356, -97.521070214)",2GEN,2EDU,YTS11,11
2008,PA,Cigarette Use (Youth),Smoking Status,Current,4.4,0.8,2.9,5.9,1184,Male,Middle School,"(40.793730152, -77.860700294)",2GEN,1EDU,YTS07,7
2000,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,63.1,2.4,58.4,67.8,511,Overall,Middle School,"(39.008830667, -75.577741168)",1GEN,1EDU,YTS01,1
2012,DE,Cigarette Use (Youth),Smoking Status,Ever,39.8,2.0,35.8,43.8,1121,Female,High School,"(39.008830667, -75.577741168)",3GEN,2EDU,YTS08,8
2000,CT,Cigarette Use (Youth),Smoking Status,Frequent,12.0,2.1,7.9,16.0,1020,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS09,9
2006,NJ,Cigarette Use (Youth),Smoking Status,Frequent,0.9,0.3,0.3,1.5,1993,Male,Middle School,"(40.130570048, -74.273691288)",2GEN,1EDU,YTS09,9
2010,OH,Cigarette Use (Youth),Smoking Status,Current,4.5,0.6,3.4,5.6,1526,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS07,7
2001,RI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,48.8,5.4,38.3,59.3,102,Overall,Middle School,"(41.708280193, -71.522470314)",1GEN,1EDU,YTS01,1
2000,CT,Cigarette Use (Youth),Smoking Status,Ever,63.0,2.4,58.3,67.7,2032,Overall,High School,"(41.56266102, -72.649840952)",1GEN,2EDU,YTS08,8
2014,MN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,38.6,4.4,30.1,47.2,90,Male,High School,"(46.355648736, -94.794200503)",2GEN,2EDU,YTS02,2
2007,AZ,Smokeless Tobacco Use (Youth),User Status,Current,9.2,1.1,7.1,11.3,820,Male,High School,"(34.86597028, -111.763811277)",2GEN,2EDU,YTS10,10
2000,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,57.8,1.3,55.3,60.2,2989,Overall,High School,"(35.68094058, -85.774490914)",1GEN,2EDU,YTS04,4
2008,IN,Cigarette Use (Youth),Smoking Status,Current,18.3,1.0,16.4,20.2,3606,Overall,High School,"(39.766910452, -86.149960194)",1GEN,2EDU,YTS07,7
2004,DE,Smokeless Tobacco Use (Youth),User Status,Current,2.5,0.5,1.4,3.5,2495,Overall,Middle School,"(39.008830667, -75.577741168)",1GEN,1EDU,YTS10,10
2000,OH,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,66.5,3.2,60.2,72.8,163,Female,High School,"(40.060210141, -82.404260056)",3GEN,2EDU,YTS03,3
2011,MI,Cigarette Use (Youth),Smoking Status,Frequent,8.6,1.4,5.9,11.3,1992,Male,High School,"(44.661319543001, -84.71439027)",2GEN,2EDU,YTS09,9
2015,IL,Smokeless Tobacco Use (Youth),User Status,Frequent,3.4,0.8,1.8,5.0,1192,Male,High School,"(40.485010283, -88.997710178)",2GEN,2EDU,YTS12,12
2000,CA,Cigarette Use (Youth),Smoking Status,Ever,24.9,2.6,19.8,30.0,1447,Female,Middle School,"(37.638640123, -120.999999538)",3GEN,1EDU,YTS08,8
2009,NC,Smokeless Tobacco Use (Youth),User Status,Frequent,1.0,0.3,0.4,1.6,1815,Male,Middle School,"(35.466220975, -79.159250463)",2GEN,1EDU,YTS12,12
2006,KY,Smokeless Tobacco Use (Youth),User Status,Current,13.5,1.8,9.9,17.1,2961,Overall,High School,"(37.645970271, -84.774971048)",1GEN,2EDU,YTS10,10
2000,NH,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,48.9,5.3,38.5,59.3,78,Male,Middle School,"(43.655950113, -71.50036092)",2GEN,1EDU,YTS05,5
2011,NH,Cigarette Use (Youth),Smoking Status,Current,19.1,1.8,15.5,22.7,676,Male,High School,"(43.655950113, -71.50036092)",2GEN,2EDU,YTS07,7
2000,NY,Smokeless Tobacco Use (Youth),User Status,Ever,14.5,2.5,9.5,19.5,2062,Overall,High School,"(42.827001032, -75.543970427)",1GEN,2EDU,YTS11,11
2003,UT,Smokeless Tobacco Use (Youth),User Status,Ever,5.7,0.6,4.6,6.9,2767,Overall,Middle School,"(39.360700171, -111.587130635)",1GEN,1EDU,YTS11,11
2009,IA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(42.469400913, -93.816490556)",2GEN,1EDU,YTS02,2
2009,LA,Cigarette Use (Youth),Smoking Status,Current,16.9,2.0,13.0,20.8,487,Male,High School,"(31.312660644, -92.445680071)",2GEN,2EDU,YTS07,7
2001,MI,Cigarette Use (Youth),Smoking Status,Ever,32.9,2.6,27.9,37.9,862,Female,Middle School,"(44.661319543001, -84.71439027)",3GEN,1EDU,YTS08,8
2009,VA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(37.542680674, -78.457890463)",3GEN,1EDU,YTS03,3
2009,HI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(21.304850435, -157.857749403)",2GEN,1EDU,YTS02,2
2009,IA,Smokeless Tobacco Use (Youth),User Status,Current,0.7,0.3,0.2,1.2,632,Female,Middle School,"(42.469400913, -93.816490556)",3GEN,1EDU,YTS10,10
2011,MI,Smokeless Tobacco Use (Youth),User Status,Frequent,4.0,0.6,2.8,5.2,2013,Male,High School,"(44.661319543001, -84.71439027)",2GEN,2EDU,YTS12,12
2015,MS,Smokeless Tobacco Use (Youth),User Status,Ever,16.0,1.5,13.1,19.0,1607,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS11,11
2005,HI,Smokeless Tobacco Use (Youth),User Status,Current,2.1,0.3,1.4,2.7,1521,Overall,High School,"(21.304850435, -157.857749403)",1GEN,2EDU,YTS10,10
2002,KS,Smokeless Tobacco Use (Youth),User Status,Current,3.4,0.6,2.3,4.6,755,Male,Middle School,"(38.3477403, -98.200781227)",2GEN,1EDU,YTS10,10
2000,OH,Cigarette Use (Youth),Smoking Status,Current,33.0,2.4,28.3,37.8,612,Female,High School,"(40.060210141, -82.404260056)",3GEN,2EDU,YTS07,7
2005,SC,Smokeless Tobacco Use (Youth),User Status,Ever,19.4,1.8,15.8,22.9,614,Male,Middle School,"(33.998821303, -81.045371207)",2GEN,1EDU,YTS11,11
2005,IL,Smokeless Tobacco Use (Youth),User Status,Current,3.0,1.2,0.7,5.3,654,Female,High School,"(40.485010283, -88.997710178)",3GEN,2EDU,YTS10,10
2000,MS,Cigarette Use (Youth),Smoking Status,Current,16.9,1.3,14.3,19.4,938,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS07,7
2001,LA,Cigarette Use (Youth),Smoking Status,Frequent,6.0,0.8,4.4,7.7,1119,Male,Middle School,"(31.312660644, -92.445680071)",2GEN,1EDU,YTS09,9
2000,OH,Smokeless Tobacco Use (Youth),User Status,Frequent,5.7,1.6,2.5,8.9,642,Male,High School,"(40.060210141, -82.404260056)",2GEN,2EDU,YTS12,12
2009,IA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(42.469400913, -93.816490556)",3GEN,1EDU,YTS03,3
2008,MN,Cigarette Use (Youth),Smoking Status,Ever,15.1,1.6,11.9,18.3,1090,Male,Middle School,"(46.355648736, -94.794200503)",2GEN,1EDU,YTS08,8
2000,MN,Smokeless Tobacco Use (Youth),User Status,Current,2.2,0.3,1.7,2.7,4702,Overall,Middle School,"(46.355648736, -94.794200503)",1GEN,1EDU,YTS10,10
